Timestamp,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
252889.525035541,0.926513671875,0.0,0.0,0.0,0.0,0.0
252889.525655541,0.9271240234375,0.0,0.0,0.0,0.0,0.0
252889.554734291,0.9345703125,0.0,0.0,0.0,0.0,0.0
252889.555277083,0.9345703125,0.29833984375,0.0,0.0,0.0,0.0
252889.585263583,0.9332275390625,0.29833984375,0.0,0.0,0.0,0.0
252889.599540791,0.9332275390625,0.30908203125,0.0,0.0,0.0,0.0
252889.601335916,0.929931640625,0.30908203125,0.0,0.0,0.0,0.0
252889.601518625,0.929931640625,0.3121337890625,0.0,0.0,0.0,0.0
252889.629534791,0.9259033203125,0.3121337890625,0.0,0.0,0.0,0.0
252889.629706041,0.9259033203125,0.3114013671875,0.0,0.0,0.0,0.0
252889.630263875,0.9259033203125,0.3114013671875,0.0076904296875,0.0,0.0,0.0
252889.660887583,0.920166015625,0.3114013671875,0.0076904296875,0.0,0.0,0.0
252889.66106775,0.920166015625,0.3179931640625,0.0076904296875,0.0,0.0,0.0
252889.67458325,0.91796875,0.3179931640625,0.0076904296875,0.0,0.0,0.0
252889.674753125,0.91796875,0.3199462890625,0.0076904296875,0.0,0.0,0.0
252889.675516833,0.91796875,0.3199462890625,0.0103759765625,0.0,0.0,0.0
252889.707326166,0.920166015625,0.3199462890625,0.0103759765625,0.0,0.0,0.0
252889.70768225,0.920166015625,0.3126220703125,0.0103759765625,0.0,0.0,0.0
252889.707816791,0.920166015625,0.3126220703125,0.014892578125,0.0,0.0,0.0
252889.721752958,0.928955078125,0.3126220703125,0.014892578125,0.0,0.0,0.0
252889.72187875,0.928955078125,0.3138427734375,0.014892578125,0.0,0.0,0.0
252889.721985875,0.928955078125,0.3138427734375,0.0030517578125,0.0,0.0,0.0
252889.737870583,0.928955078125,0.3138427734375,0.0030517578125,0.0,-0.18310546875,0.0
252889.737963583,0.928955078125,0.3138427734375,0.0030517578125,0.0,-0.18310546875,2.8076171875
252889.760007333,0.93017578125,0.3138427734375,0.0030517578125,0.0,-0.18310546875,2.8076171875
252889.778837083,0.93017578125,0.3043212890625,0.0030517578125,0.0,-0.18310546875,2.8076171875
252889.779448625,0.93017578125,0.3043212890625,0.0003662109375,0.0,-0.18310546875,2.8076171875
252889.782238,0.93017578125,0.3043212890625,0.0003662109375,0.0,-0.06103515625,2.8076171875
252889.782316375,0.93017578125,0.3043212890625,0.0003662109375,0.0,-0.06103515625,1.52587890625
252889.794317875,0.93017578125,0.3043212890625,0.0068359375,0.0,-0.06103515625,1.52587890625
252889.7944295,0.93017578125,0.3043212890625,0.0068359375,4.0283203125,-0.06103515625,1.52587890625
252889.795094416,0.93017578125,0.3043212890625,0.0068359375,4.0283203125,-0.30517578125,1.52587890625
252889.80953425,0.9234619140625,0.3043212890625,0.0068359375,4.0283203125,-0.30517578125,1.52587890625
252889.809698708,0.9234619140625,0.3138427734375,0.0068359375,4.0283203125,-0.30517578125,1.52587890625
252889.809745791,0.9234619140625,0.3138427734375,0.0118408203125,4.0283203125,-0.30517578125,1.52587890625
252889.824680166,0.9234619140625,0.3138427734375,0.0118408203125,4.0283203125,0.18310546875,1.52587890625
252889.824737333,0.9234619140625,0.3138427734375,0.0118408203125,4.0283203125,0.18310546875,1.28173828125
252889.854486291,0.9195556640625,0.3138427734375,0.0118408203125,4.0283203125,0.18310546875,1.28173828125
252889.854624916,0.9195556640625,0.2940673828125,0.0118408203125,4.0283203125,0.18310546875,1.28173828125
252889.855649583,0.9195556640625,0.2940673828125,0.0103759765625,4.0283203125,0.18310546875,1.28173828125
252889.85576675,0.9195556640625,0.2940673828125,0.0103759765625,4.0283203125,0.1220703125,1.28173828125
252889.898530666,0.923828125,0.2940673828125,0.0103759765625,4.0283203125,0.1220703125,1.28173828125
252889.900284708,0.923828125,0.3101806640625,0.0103759765625,4.0283203125,0.1220703125,1.28173828125
252889.929610125,0.923828125,0.3101806640625,0.0087890625,4.0283203125,0.1220703125,1.28173828125
