Time (ms),Bicep,Shoulder,Tricep
813629,463,461,462
813630,461,457,460
813631,459,460,461
813632,459,460,460
813633,456,459,461
813634,453,458,461
813635,452,461,461
813636,452,458,461
813637,450,457,459
813638,450,462,461
813639,453,461,462
813640,454,462,462
813641,456,460,460
813642,458,459,463
813643,461,460,462
813644,461,459,461
813645,463,462,462
813646,463,460,460
813647,462,459,461
813648,462,458,460
813649,459,461,463
813650,457,462,460
813651,459,462,459
813652,455,461,461
813653,455,461,461
813654,453,462,461
813655,453,460,460
813656,449,460,461
813657,451,462,461
813658,452,460,460
813659,452,461,462
813660,453,460,462
813661,455,460,459
813662,456,461,461
813663,459,458,460
813664,461,461,462
813665,461,461,461
813666,464,459,459
813667,464,459,461
813668,463,461,461
813669,462,460,461
813670,462,461,461
813671,459,461,461
813672,457,460,461
813673,455,460,459
813674,454,460,460
813675,453,460,461
813676,451,461,462
813677,451,461,461
813678,454,461,461
813679,454,459,460
813680,454,461,460
813681,456,460,461
813682,457,457,460
813683,460,460,461
813684,460,460,460
813685,462,461,462
813686,463,459,462
813687,464,461,463
813688,463,461,462
813689,464,458,460
813690,461,461,460
813691,460,462,461
813692,462,461,461
813693,457,460,461
813694,455,459,461
813695,453,460,461
813696,452,460,460
813697,451,460,462
813698,451,459,460
813699,452,460,462
813700,454,460,462
813701,456,460,461
813702,458,461,460
813703,460,460,462
813704,461,461,462
813705,463,460,460
813706,464,459,459
813707,463,460,461
813708,464,458,461
813709,463,460,462
813710,462,460,462
813711,460,459,461
813712,459,462,461
813713,457,460,462
813714,455,460,460
813715,454,460,461
813716,453,461,460
813717,449,459,459
813718,450,461,458
813719,451,462,458
813720,451,460,460
813721,457,459,461
813722,457,459,461
813723,461,459,460
813724,461,458,460
813725,460,461,460
813726,463,461,460
813727,463,460,462
813728,465,461,461
813729,463,460,461
813730,461,461,460
813731,461,461,461
813732,458,461,458
813733,454,460,462
813734,454,460,459
813735,453,461,461
813736,452,461,460
813737,452,460,462
813738,453,462,461
813739,452,461,462
813740,453,460,461
813741,454,459,462
813742,459,460,459
813743,460,460,462
813744,462,459,462
813745,463,460,463
813746,466,460,463
813747,464,461,461
813748,465,460,460
813749,464,462,461
813750,461,460,460
813751,462,461,463
813752,459,461,462
813753,457,461,462
813754,455,459,460
813755,454,462,462
813756,453,460,461
813757,451,460,462
813758,449,460,460
813759,452,460,462
813760,455,458,462
813761,456,460,461
813762,457,460,461
813763,458,461,461
813764,462,460,461
813765,464,460,461
813766,464,462,462
813767,464,460,462
813768,462,461,462
813769,464,459,462
813770,462,459,462
813771,460,459,460
813772,459,461,461
813773,457,460,463
813774,456,460,462
813775,451,459,462
813776,452,460,461
813777,451,459,462
813778,453,461,462
813779,452,459,462
813780,454,461,462
813781,457,460,459
813782,457,461,461
813783,459,460,461
813784,461,460,461
813785,463,460,458
813786,464,461,459
813787,464,459,460
813788,466,461,461
813789,462,461,461
813790,463,461,461
813791,462,461,458
813792,460,462,462
813793,458,461,462
813794,456,461,461
813795,454,461,461
813796,454,461,461
813797,453,462,461
813798,454,461,461
813799,453,461,462
813800,455,462,461
813801,455,460,461
813802,458,461,462
813803,458,462,462
813804,460,462,459
813805,460,461,461
813806,463,461,462
813807,463,461,461
813808,463,459,462
813809,464,461,462
813810,463,460,462
813811,461,458,462
813812,460,463,461
813813,455,460,460
813814,456,461,462
813815,456,460,461
813816,453,461,462
813817,453,459,461
813818,453,461,458
813819,455,460,461
813820,455,461,460
813821,457,461,461
813822,459,462,460
813823,459,461,461
813824,463,461,462
813825,465,461,460
813826,464,461,461
813827,466,461,461
813828,467,460,462
813829,466,461,462
813830,465,461,462
813831,463,459,461
813832,461,460,461
813833,457,462,461
813834,456,460,461
813835,454,461,460
813836,453,462,461
813837,453,461,459
813838,453,462,460
813839,452,460,458
813840,454,461,459
813841,455,460,463
813842,459,461,461
813843,460,459,461
813844,461,461,460
813845,463,461,461
813846,463,462,462
813847,465,461,460
813848,464,461,461
813849,465,465,460
813850,466,459,461
813851,462,461,461
813852,460,458,461
813853,456,459,462
813854,457,459,462
813855,452,461,462
813856,455,461,462
813857,453,462,460
813858,453,460,462
813859,451,461,461
813860,455,462,462
813861,458,461,462
813862,458,461,462
813863,460,459,462
813864,464,461,462
813865,463,460,462
813866,466,460,462
813867,466,459,462
813868,466,460,462
813869,466,461,462
813870,463,461,462
813871,464,461,462
813872,461,460,462
813873,459,459,460
813874,458,459,462
813875,456,461,460
813876,457,462,461
813877,456,457,462
813878,458,458,462
813879,458,461,461
813880,459,460,462
813881,464,461,461
813882,468,459,460
813883,469,461,461
813884,471,461,461
813885,475,459,463
813886,475,459,461
813887,477,459,461
813888,475,460,461
813889,477,460,460
813890,476,462,465
813891,475,461,461
813892,470,460,460
813893,471,460,461
813894,464,460,462
813895,465,462,462
813896,465,458,462
813897,462,461,459
813898,463,461,462
813899,463,460,460
813900,465,462,460
813901,466,460,462
813902,470,462,462
813903,471,462,461
813904,475,461,461
813905,479,461,459
813906,481,461,461
813907,481,461,460
813908,485,461,462
813909,486,462,461
813910,487,462,462
813911,487,461,461
813912,488,461,461
813913,489,460,463
813914,488,462,462
813915,484,460,462
813916,481,458,461
813917,479,460,461
813918,480,460,461
813919,484,461,461
813920,487,460,462
813921,488,460,462
813922,487,461,462
813923,492,461,462
813924,490,458,460
813925,488,459,460
813926,486,459,461
813927,487,461,461
813928,485,461,460
813929,484,461,461
813930,479,460,462
813931,474,460,462
813932,469,460,461
813933,469,462,463
813934,466,462,460
813935,466,461,460
813936,468,459,459
813937,471,460,462
813938,474,461,461
813939,475,460,461
813940,478,459,461
813941,481,461,460
813942,487,461,460
813943,492,461,461
813944,495,461,460
813945,496,461,461
813946,496,460,460
813947,496,459,459
813948,489,459,461
813949,486,462,460
813950,476,460,462
813951,475,460,463
813952,471,459,461
813953,463,460,463
813954,461,460,463
813955,458,459,461
813956,455,460,462
813957,456,459,459
813958,458,461,462
813959,458,461,462
813960,464,460,461
813961,467,459,463
813962,473,461,462
813963,479,461,460
813964,487,461,461
813965,493,461,460
813966,493,462,462
813967,495,462,460
813968,497,460,462
813969,494,459,462
813970,493,461,461
813971,490,460,463
813972,482,461,461
813973,475,460,458
813974,475,461,460
813975,477,460,462
813976,477,461,460
813977,475,458,463
813978,476,458,461
813979,477,458,460
813980,482,460,460
813981,490,461,461
813982,494,460,461
813983,495,460,461
813984,495,460,461
813985,493,459,461
813986,490,461,462
813987,487,460,462
813988,484,460,462
813989,481,460,459
813990,475,461,461
813991,472,460,461
813992,470,462,462
813993,468,460,462
813994,470,460,460
813995,475,459,462
813996,480,461,462
813997,483,462,460
813998,491,461,457
813999,496,460,459
814000,501,461,461
814001,507,460,461
814002,511,461,462
814003,512,460,461
814004,511,460,462
814005,510,459,462
814006,505,460,459
814007,501,461,459
814008,497,461,461
814009,493,460,461
814010,487,461,461
814011,481,460,463
814012,477,462,462
814013,473,460,459
814014,470,459,460
814015,469,461,457
814016,474,460,461
814017,477,461,461
814018,481,461,463
814019,486,460,461
814020,490,460,460
814021,496,461,459
814022,499,460,459
814023,502,460,461
814024,502,460,459
814025,498,460,461
814026,493,461,458
814027,489,460,460
814028,482,460,462
814029,478,461,462
814030,470,459,460
814031,465,460,459
814032,465,459,461
814033,465,460,462
814034,466,461,460
814035,467,460,461
814036,476,460,462
814037,475,461,460
814038,477,460,461
814039,481,460,462
814040,482,458,461
814041,484,460,462
814042,484,460,461
814043,485,460,461
814044,486,458,464
814045,485,461,460
814046,489,460,460
814047,491,461,460
814048,494,460,461
814049,496,457,461
814050,496,460,459
814051,494,460,460
814052,504,461,463
814053,508,461,460
814054,509,461,462
814055,507,462,462
814056,501,460,461
814057,501,462,459
814058,496,460,461
814059,496,461,462
814060,492,461,461
814061,487,460,462
814062,484,460,461
814063,483,462,462
814064,479,460,461
814065,476,460,462
814066,480,460,461
814067,484,459,462
814068,489,459,462
814069,495,461,462
814070,496,458,461
814071,500,462,458
814072,500,461,462
814073,500,459,461
814074,495,460,460
814075,488,461,460
814076,484,461,460
814077,483,460,460
814078,481,460,462
814079,477,461,462
814080,472,462,462
814081,472,460,462
814082,475,462,461
814083,476,459,462
814084,483,459,462
814085,487,461,461
814086,489,459,461
814087,490,460,461
814088,491,461,463
814089,494,461,460
814090,494,461,459
814091,489,460,460
814092,483,461,462
814093,476,459,461
814094,472,460,462
814095,468,461,462
814096,464,461,461
814097,464,461,461
814098,461,460,463
814099,459,460,462
814100,458,459,462
814101,457,460,462
814102,455,460,460
814103,460,461,462
814104,459,457,461
814105,461,462,461
814106,463,460,462
814107,468,460,462
814108,471,459,462
814109,475,459,460
814110,474,462,462
814111,474,460,461
814112,475,460,462
814113,470,460,461
814114,465,460,461
814115,461,461,461
814116,454,460,461
814117,448,459,460
814118,443,461,461
814119,440,460,461
814120,438,460,462
814121,438,459,461
814122,440,459,462
814123,444,461,461
814124,446,459,461
814125,445,460,458
814126,447,459,461
814127,448,460,461
814128,448,456,462
814129,447,458,461
814130,447,460,460
814131,450,459,461
814132,450,461,462
814133,452,459,459
814134,454,461,461
814135,456,460,461
814136,456,460,457
814137,459,461,461
814138,459,461,464
814139,455,460,463
814140,448,460,460
814141,447,459,463
814142,446,460,462
814143,444,459,460
814144,442,460,462
814145,440,461,462
814146,440,460,462
814147,441,459,461
814148,441,461,461
814149,441,458,462
814150,442,460,462
814151,443,460,460
814152,446,459,461
814153,443,459,462
814154,449,460,459
814155,446,460,459
814156,444,460,461
814157,446,461,462
814158,443,459,460
814159,443,460,462
814160,444,462,457
814161,446,458,462
814162,451,458,463
814163,453,460,461
814164,463,460,461
814165,466,460,461
814166,468,460,462
814167,464,460,460
814168,458,460,462
814169,448,461,462
814170,440,459,462
814171,435,459,462
814172,429,457,460
814173,425,461,462
814174,422,460,462
814175,424,460,460
814176,423,459,461
814177,426,461,460
814178,429,460,462
814179,434,458,462
814180,437,459,462
814181,442,460,462
814182,443,460,459
814183,448,461,461
814184,452,462,461
814185,452,462,462
814186,450,461,462
814187,449,458,462
814188,447,460,459
814189,448,460,462
814190,446,460,460
814191,448,460,461
814192,448,460,461
814193,450,459,462
814194,454,459,461
814195,454,460,460
814196,458,461,461
814197,457,460,462
814198,464,460,462
814199,464,461,462
814200,466,460,462
814201,466,460,462
814202,465,458,461
814203,463,457,462
814204,458,460,462
814205,461,460,461
814206,467,461,462
814207,466,461,462
814208,469,460,460
814209,468,462,460
814210,467,461,461
814211,466,460,461
814212,462,461,457
814213,458,460,463
814214,456,460,462
814215,455,457,462
814216,454,460,461
814217,457,461,462
814218,458,461,462
814219,459,460,462
814220,461,461,460
814221,461,461,461
814222,460,460,462
814223,462,461,462
814224,458,460,463
814225,458,460,462
814226,456,460,461
814227,453,458,461
814228,452,460,460
814229,456,460,461
814230,459,461,460
814231,459,460,463
814232,462,460,462
814233,463,460,462
814234,464,461,461
814235,463,463,461
814236,459,461,461
814237,456,460,462
814238,449,461,461
814239,444,461,461
814240,442,459,461
814241,441,459,463
814242,445,458,461
814243,449,459,460
814244,452,461,461
814245,459,460,463
814246,464,461,459
814247,469,461,462
814248,471,459,460
814249,472,457,461
814250,468,461,463
814251,466,458,462
814252,453,460,461
814253,449,458,463
814254,442,460,463
814255,438,460,462
814256,436,458,461
814257,434,458,461
814258,438,458,461
814259,440,461,460
814260,446,459,461
814261,448,461,460
814262,454,461,459
814263,465,461,461
814264,471,462,462
814265,476,461,460
814266,477,461,461
814267,477,458,461
814268,475,462,460
814269,475,457,461
814270,474,461,461
814271,473,462,462
814272,470,461,461
814273,470,460,462
814274,469,460,459
814275,467,461,459
814276,465,457,461
814277,461,460,459
814278,457,459,461
814279,451,461,463
814280,451,461,462
814281,452,460,462
814282,452,461,461
814283,453,460,463
814284,458,460,462
814285,463,462,462
814286,468,460,462
814287,476,458,461
814288,484,457,462
814289,489,462,461
814290,494,461,461
814291,492,460,460
814292,488,461,460
814293,483,461,460
814294,479,462,462
814295,479,461,461
814296,479,460,458
814297,481,460,462
814298,483,460,461
814299,486,459,461
814300,484,460,462
814301,481,460,461
814302,480,461,460
814303,479,460,462
814304,481,460,459
814305,486,458,461
814306,490,460,460
814307,495,461,461
814308,499,460,460
814309,496,462,460
814310,494,461,458
814311,489,461,463
814312,479,461,461
814313,476,461,460
814314,471,461,459
814315,467,461,463
814316,464,460,464
814317,464,462,461
814318,465,461,462
814319,467,460,462
814320,468,458,462
814321,465,460,462
814322,468,460,461
814323,467,459,460
814324,469,460,462
814325,468,460,461
814326,468,460,461
814327,471,460,461
814328,472,461,460
814329,472,461,460
814330,473,464,461
814331,472,461,462
814332,471,456,460
814333,468,460,460
814334,470,460,462
814335,465,460,462
814336,466,458,461
814337,468,461,460
814338,469,461,461
814339,470,460,461
814340,468,458,461
814341,464,460,462
814342,464,461,461
814343,468,460,460
814344,472,462,460
814345,474,461,462
814346,476,460,463
814347,474,461,460
814348,478,463,462
814349,477,460,462
814350,474,459,462
814351,474,461,462
814352,471,459,461
814353,464,460,462
814354,459,460,460
814355,459,459,460
814356,457,459,462
814357,457,461,461
814358,457,460,458
814359,459,461,461
814360,459,460,461
814361,459,460,461
814362,460,460,460
814363,467,460,463
814364,475,460,462
814365,482,459,461
814366,486,458,462
814367,489,460,460
814368,489,459,460
814369,493,461,460
814370,492,461,461
814371,486,460,458
814372,484,461,461
814373,479,461,461
814374,476,462,460
814375,470,462,461
814376,466,460,462
814377,462,461,461
814378,458,460,458
814379,453,461,461
814380,455,463,462
814381,457,462,460
814382,458,461,462
814383,459,459,462
814384,462,459,461
814385,463,460,462
814386,464,460,462
814387,464,457,461
814388,467,460,462
814389,468,462,462
814390,467,460,462
814391,464,459,462
814392,465,460,461
814393,463,461,462
814394,461,461,462
814395,458,462,461
814396,460,460,460
814397,461,461,462
814398,462,462,460
814399,465,461,461
814400,465,460,462
814401,469,460,460
814402,469,459,462
814403,471,460,462
814404,469,462,460
814405,467,461,459
814406,471,460,462
814407,472,460,462
814408,473,460,462
814409,477,460,461
814410,479,460,460
814411,481,462,461
814412,481,460,460
814413,485,460,459
814414,488,460,462
814415,489,460,461
814416,496,461,461
814417,497,460,462
814418,500,460,462
814419,503,461,460
814420,507,458,461
814421,509,462,459
814422,512,461,462
814423,514,460,460
814424,509,460,462
814425,508,460,459
814426,504,461,461
814427,499,460,462
814428,496,460,461
814429,497,459,462
814430,495,460,462
814431,500,461,462
814432,498,460,462
814433,501,460,462
814434,495,461,461
814435,494,460,461
814436,492,462,462
814437,489,462,461
814438,488,461,461
814439,484,462,461
814440,486,460,461
814441,484,460,460
814442,482,459,463
814443,476,461,460
814444,475,459,461
814445,471,460,460
814446,471,461,463
814447,470,459,461
814448,470,458,462
814449,469,461,462
814450,468,460,461
814451,467,459,462
814452,466,461,461
814453,461,461,460
814454,460,461,460
814455,457,461,460
814456,454,460,461
814457,449,461,462
814458,446,461,461
814459,443,459,461
814460,441,461,462
814461,443,461,462
814462,443,458,461
814463,453,459,462
814464,459,460,459
814465,465,460,460
814466,467,461,461
814467,476,461,461
814468,479,460,461
814469,484,460,462
814470,483,459,461
814471,477,460,462
814472,467,457,460
814473,456,459,461
814474,443,462,460
814475,428,461,458
814476,426,459,461
814477,423,460,461
814478,419,460,463
814479,419,461,460
814480,421,458,460
814481,427,459,461
814482,432,462,459
814483,433,459,463
814484,428,460,460
814485,429,461,460
814486,426,459,461
814487,425,460,461
814488,431,458,461
814489,435,460,462
814490,447,460,462
814491,457,460,463
814492,464,461,461
814493,468,461,462
814494,471,460,458
814495,473,461,461
814496,472,461,462
814497,475,458,461
814498,476,458,460
814499,473,461,461
814500,475,461,461
814501,475,460,461
814502,477,460,458
814503,481,462,461
814504,483,461,460
814505,484,460,461
814506,483,460,462
814507,486,458,461
814508,489,458,461
814509,486,460,462
814510,489,461,460
814511,489,460,461
814512,490,460,462
814513,491,460,461
814514,497,461,462
814515,498,460,462
814516,502,460,460
814517,503,461,461
814518,503,460,460
814519,503,461,461
814520,504,458,461
814521,503,460,462
814522,505,461,461
814523,504,460,462
814524,503,461,459
814525,507,461,463
814526,498,461,462
814527,495,461,461
814528,489,460,460
814529,477,461,461
814530,467,460,462
814531,458,461,458
814532,453,460,460
814533,448,461,462
814534,443,460,461
814535,439,460,462
814536,441,461,460
814537,444,460,461
814538,448,460,461
814539,451,462,462
814540,455,458,461
814541,459,460,462
814542,458,460,462
814543,455,461,461
814544,449,461,461
814545,442,461,461
814546,435,460,463
814547,433,460,461
814548,432,463,462
814549,430,458,460
814550,429,460,462
814551,431,461,461
814552,424,460,461
814553,418,460,461
814554,416,460,461
814555,416,461,460
814556,422,460,462
814557,431,460,461
814558,435,458,461
814559,437,460,461
814560,444,459,461
814561,451,459,460
814562,456,460,462
814563,457,459,461
814564,456,460,462
814565,453,459,461
814566,452,460,462
814567,452,460,463
814568,450,459,458
814569,452,460,461
814570,448,461,462
814571,436,462,462
814572,430,461,459
814573,427,461,461
814574,428,460,462
814575,434,461,459
814576,438,460,459
814577,443,460,461
814578,443,461,462
814579,441,460,462
814580,444,460,460
814581,447,460,462
814582,445,461,460
814583,447,462,461
814584,449,459,461
814585,450,461,462
814586,454,462,461
814587,456,461,462
814588,459,460,462
814589,455,461,460
814590,451,461,461
814591,448,460,461
814592,446,458,460
814593,449,459,462
814594,454,462,461
814595,460,461,461
814596,460,462,462
814597,461,461,460
814598,461,460,462
814599,456,462,461
814600,452,459,463
814601,447,461,462
814602,447,460,460
814603,450,461,462
814604,454,461,460
814605,457,460,459
814606,461,460,462
814607,459,461,461
814608,464,460,461
814609,467,460,461
814610,470,460,461
814611,473,461,463
814612,473,460,460
814613,471,461,462
814614,466,458,462
814615,458,460,461
814616,448,460,461
814617,438,461,462
814618,432,461,462
814619,424,461,462
814620,425,462,462
814621,425,460,460
814622,429,462,462
814623,431,461,458
814624,433,461,461
814625,437,461,461
814626,439,460,461
814627,446,461,462
814628,449,461,459
814629,452,459,462
814630,450,461,462
814631,454,462,461
814632,452,460,461
814633,450,462,461
814634,448,459,462
814635,445,461,462
814636,448,461,460
814637,444,458,462
814638,442,460,462
814639,432,460,460
814640,428,458,461
814641,425,461,462
814642,424,460,461
814643,429,461,461
814644,436,458,460
814645,440,460,462
814646,444,461,461
814647,448,460,460
814648,450,460,462
814649,453,460,462
814650,451,461,462
814651,453,461,462
814652,453,459,462
814653,448,460,461
814654,443,460,461
814655,432,461,461
814656,424,458,463
814657,420,460,461
814658,418,461,462
814659,421,460,460
814660,425,459,461
814661,426,461,459
814662,428,461,458
814663,430,461,461
814664,428,461,461
814665,428,460,461
814666,427,462,459
814667,430,461,461
814668,435,461,462
814669,438,460,461
814670,440,460,461
814671,441,459,462
814672,441,462,462
814673,439,460,461
814674,438,461,461
814675,435,461,462
814676,433,460,462
814677,431,460,461
814678,434,460,461
814679,435,461,460
814680,437,460,462
814681,440,460,461
814682,443,459,461
814683,441,458,462
814684,439,461,461
814685,436,460,462
814686,432,460,462
814687,432,461,462
814688,435,458,461
814689,440,460,463
814690,440,461,462
814691,445,459,461
814692,449,460,462
814693,452,461,461
814694,454,458,460
814695,455,460,462
814696,453,461,460
814697,455,462,461
814698,454,459,462
814699,452,461,463
814700,453,460,460
814701,453,460,461
814702,455,459,461
814703,456,459,461
814704,456,460,459
814705,463,459,462
814706,466,460,463
814707,468,461,460
814708,468,459,461
814709,471,459,460
814710,470,459,460
814711,472,459,462
814712,470,461,462
814713,465,461,462
814714,465,461,459
814715,463,460,461
814716,458,460,462
814717,461,460,462
814718,459,461,462
814719,456,459,458
814720,456,460,462
814721,458,459,463
814722,459,459,462
814723,461,460,460
814724,460,461,462
814725,464,460,461
814726,465,460,462
814727,468,460,459
814728,467,460,461
814729,468,460,460
814730,464,457,462
814731,463,461,462
814732,460,460,462
814733,456,460,461
814734,450,459,461
814735,443,458,461
814736,437,459,461
814737,434,460,461
814738,432,460,462
814739,431,460,462
814740,429,459,461
814741,429,461,461
814742,431,459,462
814743,432,458,463
814744,434,461,461
814745,438,460,462
814746,441,462,459
814747,444,459,462
814748,447,459,461
814749,448,462,463
814750,452,460,461
814751,451,461,463
814752,453,461,461
814753,452,460,460
814754,449,461,462
814755,446,460,460
814756,447,460,462
814757,444,462,462
814758,445,458,460
814759,444,459,461
814760,444,461,462
814761,448,459,461
814762,446,460,461
814763,451,460,461
814764,453,462,462
814765,455,460,462
814766,456,461,461
814767,456,460,460
814768,456,461,461
814769,452,460,461
814770,451,460,462
814771,450,460,462
814772,449,461,461
814773,447,460,462
814774,446,460,462
814775,446,460,460
814776,447,460,462
814777,445,460,462
814778,449,460,461
814779,448,460,461
814780,451,460,461
814781,452,458,462
814782,451,459,463
814783,456,460,462
814784,460,459,461
814785,462,461,461
814786,464,461,462
814787,465,458,462
814788,466,461,461
814789,468,460,462
814790,467,458,461
814791,466,460,463
814792,462,460,462
814793,462,461,461
814794,460,461,462
814795,458,460,459
814796,456,461,461
814797,454,459,463
814798,452,461,461
814799,451,460,463
814800,449,457,461
814801,451,458,460
814802,450,459,461
814803,449,461,459
814804,448,461,461
814805,448,459,463
814806,448,459,459
814807,452,460,461
814808,454,462,462
814809,456,461,461
814810,456,459,462
814811,458,461,460
814812,457,460,462
814813,455,459,461
814814,453,459,462
814815,452,461,459
814816,452,460,461
814817,451,459,461
814818,452,459,461
814819,455,460,461
814820,452,460,460
814821,454,460,459
814822,456,460,461
814823,458,460,461
814824,456,459,460
814825,460,460,462
814826,458,460,462
814827,458,458,462
814828,458,459,461
814829,457,459,462
814830,454,461,461
814831,447,459,458
814832,446,458,460
814833,440,461,459
814834,437,461,462
814835,437,457,460
814836,438,461,458
814837,441,456,463
814838,443,461,462
814839,445,460,462
814840,447,458,460
814841,449,461,461
814842,453,461,461
814843,457,460,459
814844,461,458,460
814845,466,460,462
814846,470,460,462
814847,468,461,462
814848,471,460,460
814849,473,459,460
814850,472,460,462
814851,468,459,462
814852,466,460,461
814853,461,461,462
814854,456,461,461
814855,454,459,461
814856,451,461,462
814857,450,460,462
814858,448,461,461
814859,450,460,461
814860,450,460,460
814861,449,461,460
814862,448,461,461
814863,446,459,461
814864,445,459,460
814865,444,462,462
814866,446,459,462
814867,448,461,460
814868,452,460,461
814869,458,460,462
814870,457,460,461
814871,460,458,462
814872,464,459,461
814873,461,459,461
814874,465,461,459
814875,466,460,462
814876,465,459,461
814877,466,461,459
814878,469,460,461
814879,470,459,461
814880,470,460,462
814881,469,461,462
814882,466,461,461
814883,468,460,460
814884,469,458,463
814885,469,460,462
814886,468,460,461
814887,469,460,460
814888,470,458,461
814889,470,459,458
814890,470,460,460
814891,470,460,461
814892,466,460,461
814893,460,461,462
814894,452,461,463
814895,451,461,463
814896,449,460,461
814897,451,461,462
814898,456,456,460
814899,461,459,462
814900,467,459,462
814901,470,459,460
814902,474,459,460
814903,478,459,461
814904,484,459,462
814905,487,458,459
814906,492,459,462
814907,495,461,461
814908,500,460,462
814909,504,461,460
814910,506,461,462
814911,505,458,462
814912,504,460,461
814913,500,460,462
814914,497,460,460
814915,492,459,462
814916,490,459,460
814917,486,461,461
814918,484,460,461
814919,483,460,461
814920,481,460,462
814921,483,460,461
814922,483,460,461
814923,483,460,462
814924,484,460,462
814925,483,460,461
814926,484,457,460
814927,484,460,462
814928,492,462,460
814929,495,460,461
814930,499,458,460
814931,499,460,462
814932,508,457,460
814933,510,461,462
814934,514,460,462
814935,514,461,461
814936,517,460,462
814937,517,459,460
814938,516,458,461
814939,518,460,462
814940,517,461,459
814941,520,461,462
814942,521,460,461
814943,520,461,461
814944,526,460,461
814945,526,461,461
814946,530,457,461
814947,527,460,464
814948,526,462,460
814949,526,460,461
814950,522,462,462
814951,519,460,461
814952,518,460,459
814953,515,460,460
814954,513,460,460
814955,510,461,462
814956,507,458,461
814957,502,460,461
814958,501,458,460
814959,502,460,462
814960,500,461,461
814961,503,460,461
814962,504,460,462
814963,507,459,461
814964,507,459,460
814965,512,459,462
814966,514,459,461
814967,514,460,462
814968,515,462,462
814969,515,460,461
814970,514,462,461
814971,508,461,460
814972,504,461,461
814973,497,461,462
814974,485,462,460
814975,479,460,460
814976,476,458,461
814977,472,460,460
814978,468,459,459
814979,471,459,462
814980,473,460,462
814981,477,460,463
814982,478,460,458
814983,483,459,462
814984,485,459,459
814985,490,460,462
814986,492,459,461
814987,494,460,461
814988,495,459,461
814989,500,460,461
814990,500,460,460
814991,501,458,460
814992,500,460,460
814993,501,461,460
814994,497,457,462
814995,496,461,463
814996,493,460,461
814997,490,458,462
814998,487,461,459
814999,484,459,460
815000,482,461,462
815001,480,460,461
815002,477,461,461
815003,474,458,460
815004,475,460,463
815005,473,461,461
815006,468,458,462
815007,467,461,462
815008,465,460,461
815009,465,460,462
815010,467,459,462
815011,467,460,461
815012,467,458,461
815013,467,457,462
815014,465,458,462
815015,462,461,462
815016,454,461,461
815017,447,460,461
815018,439,461,461
815019,430,460,460
815020,426,459,461
815021,427,461,460
815022,430,458,461
815023,438,460,463
815024,445,461,462
815025,454,457,462
815026,460,458,461
815027,464,458,462
815028,467,460,462
815029,467,461,460
815030,467,457,460
815031,467,460,463
815032,465,457,460
815033,464,461,462
815034,460,459,461
815035,453,460,461
815036,447,461,460
815037,441,460,462
815038,437,460,461
815039,438,461,461
815040,437,461,462
815041,441,461,461
815042,443,460,460
815043,449,461,462
815044,452,460,458
815045,456,461,460
815046,459,460,462
815047,462,460,462
815048,463,460,462
815049,463,460,462
815050,462,460,462
