Time (ms),Bicep,Shoulder,Tricep
851354,772,461,460
851355,783,460,462
851356,413,461,462
851357,291,462,463
851358,423,462,464
851359,452,460,463
851360,478,459,464
851361,500,462,461
851362,525,460,462
851363,551,461,463
851364,574,460,461
851365,601,460,462
851366,625,461,463
851367,651,460,462
851368,671,461,460
851369,695,458,462
851370,715,460,463
851371,734,460,460
851372,754,460,461
851373,772,461,462
851374,788,461,462
851375,797,460,463
851376,376,460,461
851377,353,460,462
851378,453,460,462
851379,480,461,462
851380,505,460,463
851381,530,462,461
851382,554,459,462
851383,582,459,462
851384,609,460,463
851385,632,460,458
851386,660,461,463
851387,683,461,462
851388,707,459,462
851389,729,460,461
851390,752,460,463
851391,771,458,462
851392,787,461,461
851393,803,462,459
851394,815,461,462
851395,829,461,459
851396,486,460,462
851397,454,459,463
851398,568,462,462
851399,593,461,463
851400,612,462,462
851401,636,460,462
851402,658,460,461
851403,683,460,462
851404,703,462,462
851405,724,459,462
851406,741,460,462
851407,759,460,463
851408,778,462,462
851409,798,460,462
851410,816,460,461
851411,835,460,463
851412,856,457,462
851413,874,459,462
851414,889,458,463
851415,903,460,463
851416,725,460,463
851417,772,461,460
851418,793,458,463
851419,812,461,462
851420,830,460,462
851421,847,459,463
851422,865,460,462
851423,881,460,463
851424,901,460,463
851425,915,461,462
851426,935,460,462
851427,950,458,461
851428,964,460,462
851429,981,460,461
851430,995,462,459
851431,1009,461,462
851432,1020,462,461
851433,1023,459,462
851434,1023,460,462
851435,1023,461,462
851436,935,460,461
851437,1019,461,462
851438,1023,459,461
851439,1023,460,461
851440,1023,461,457
851441,1023,459,460
851442,1023,462,463
851443,1023,461,463
851444,1023,460,460
851445,1023,460,461
851446,1023,460,463
851447,1023,460,460
851448,1023,478,466
851449,957,462,465
851450,778,464,463
851451,736,460,461
851452,736,460,462
851453,739,460,461
851454,741,462,461
851455,742,460,462
851456,740,460,461
851457,742,459,461
851458,742,459,463
851459,742,459,462
851460,743,460,461
851461,745,461,461
851462,745,459,462
851463,746,459,461
851464,748,460,461
851465,748,460,461
851466,748,460,461
851467,752,462,467
851468,753,473,470
851469,754,477,476
851470,754,481,480
851471,754,482,479
851472,755,481,478
851473,754,483,477
851474,755,480,480
851475,754,481,480
851476,740,459,461
851477,750,460,462
851478,751,461,464
851479,752,464,464
851480,752,464,467
851481,753,470,471
851482,753,476,476
851483,754,478,477
851484,754,479,479
851485,756,481,478
851486,755,480,479
851487,754,481,480
851488,755,481,480
851489,754,481,478
851490,755,480,479
851491,755,481,478
851492,754,481,481
851493,755,481,478
851494,755,482,478
851495,755,484,478
851496,1011,461,462
851497,1023,459,461
851498,1023,460,460
851499,1023,459,462
851500,1023,482,467
851501,1023,476,466
851502,975,467,466
851503,855,462,462
851504,761,461,462
851505,736,462,459
851506,736,462,461
851507,736,459,462
851508,736,461,462
851509,737,461,461
851510,738,461,460
851511,739,460,462
851512,739,462,462
851513,740,460,461
851514,741,460,463
851515,740,460,462
851516,686,461,462
851517,691,460,462
851518,792,461,461
851519,803,461,462
851520,817,461,463
851521,828,461,462
851522,841,461,461
851523,851,461,462
851524,864,461,464
851525,872,462,461
851526,881,461,459
851527,895,461,463
851528,908,461,462
851529,917,460,461
851530,927,459,462
851531,934,460,460
851532,946,461,462
851533,956,459,462
851534,962,461,462
851535,886,461,462
851536,355,460,463
851537,355,460,460
851538,491,459,462
851539,508,459,462
851540,525,461,463
851541,540,459,462
851542,558,461,462
851543,574,461,460
851544,590,462,462
851545,607,460,462
851546,625,460,458
851547,646,459,462
851548,664,461,461
851549,680,458,461
851550,691,461,462
851551,707,461,462
851552,721,460,463
851553,731,461,463
851554,744,459,461
851555,730,460,462
851556,335,461,463
851557,419,462,462
851558,457,462,462
851559,475,461,462
851560,493,461,462
851561,513,462,461
851562,531,460,462
851563,551,462,462
851564,568,462,459
851565,589,462,462
851566,609,459,463
851567,631,462,462
851568,643,461,462
851569,663,461,461
851570,676,458,462
851571,685,462,459
851572,696,459,461
851573,707,462,463
851574,714,464,464
851575,724,462,462
851576,517,460,461
851577,590,461,462
851578,604,462,461
851579,617,461,462
851580,629,461,462
851581,644,461,463
851582,654,462,459
851583,671,458,461
851584,682,462,463
851585,696,461,460
851586,707,460,462
851587,714,463,462
851588,725,461,463
851589,731,460,462
851590,744,461,461
851591,751,458,461
851592,761,461,462
851593,771,461,461
851594,778,459,462
851595,784,460,459
851596,726,460,461
851597,765,461,463
851598,770,462,461
851599,777,461,462
851600,779,459,462
851601,781,461,461
851602,783,459,462
851603,784,461,462
851604,789,462,460
851605,794,459,462
851606,802,462,461
851607,812,461,459
851608,819,460,463
851609,828,459,462
851610,831,460,462
851611,841,460,462
851612,842,459,462
851613,845,461,464
851614,842,461,460
851615,843,461,461
851616,831,461,460
851617,838,459,462
851618,840,460,462
851619,841,461,461
851620,845,458,462
851621,851,460,462
851622,857,460,461
851623,865,461,461
851624,866,460,462
851625,872,460,459
851626,878,461,462
851627,880,460,461
851628,886,462,461
851629,889,460,462
851630,889,461,461
851631,893,460,462
851632,888,460,459
851633,891,457,461
851634,887,460,461
851635,884,461,462
851636,881,460,461
851637,873,459,460
851638,870,460,461
851639,858,461,461
851640,851,459,460
851641,844,461,461
851642,839,460,461
851643,836,461,462
851644,835,462,462
851645,842,461,462
851646,843,460,462
851647,847,460,461
851648,847,459,461
851649,847,460,459
851650,842,461,461
851651,836,461,462
851652,831,460,461
851653,824,462,462
851654,818,462,462
851655,815,459,461
851656,812,461,462
851657,809,461,462
851658,805,459,461
851659,802,457,462
851660,799,462,461
851661,793,460,461
851662,790,460,462
851663,782,461,461
851664,777,461,462
851665,775,461,461
851666,776,459,462
851667,775,461,462
851668,774,461,461
851669,777,461,461
851670,777,461,460
851671,781,460,462
851672,773,460,462
851673,772,460,460
851674,768,458,461
851675,761,459,462
851676,749,461,460
851677,741,460,460
851678,732,460,461
851679,722,461,461
851680,711,460,462
851681,704,460,461
851682,698,460,462
851683,696,461,463
851684,698,461,460
851685,702,459,462
851686,700,462,461
851687,701,462,463
851688,701,460,461
851689,698,460,462
851690,694,459,462
851691,687,462,461
851692,686,461,461
851693,681,459,462
851694,677,462,460
851695,673,460,461
851696,656,460,462
851697,648,460,462
851698,648,462,462
851699,644,460,461
851700,639,461,461
851701,638,460,461
851702,636,459,461
851703,634,459,461
851704,631,461,463
851705,628,460,459
851706,625,461,462
851707,622,460,462
851708,614,460,461
851709,610,458,461
851710,606,461,461
851711,599,461,460
851712,597,460,462
851713,595,460,462
851714,595,461,461
851715,587,460,461
851716,440,462,462
851717,490,460,463
851718,492,461,461
851719,491,460,462
851720,490,460,461
851721,483,461,459
851722,489,459,461
851723,492,461,460
851724,494,459,461
851725,494,460,461
851726,498,460,462
851727,498,459,462
851728,497,461,461
851729,499,461,461
851730,502,458,462
851731,506,460,462
851732,507,461,462
851733,502,461,462
851734,502,461,463
851735,294,460,462
851736,8,459,462
851737,113,461,463
851738,123,458,461
851739,133,459,462
851740,140,461,460
851741,150,460,463
851742,158,462,462
851743,165,462,461
851744,174,463,461
851745,184,460,462
851746,192,462,462
851747,201,461,460
851748,211,462,462
851749,220,460,462
851750,226,462,463
851751,235,461,462
851752,240,462,462
851753,244,461,461
851754,248,461,460
851755,5,462,463
851756,2,461,459
851757,0,461,461
851758,29,459,462
851759,58,462,459
851760,78,460,461
851761,99,461,463
851762,120,461,461
851763,140,461,462
851764,161,460,461
851765,180,460,462
851766,201,460,460
851767,211,461,461
851768,235,459,462
851769,250,461,462
851770,267,461,460
851771,284,458,463
851772,294,459,462
851773,304,461,459
851774,210,459,462
851775,5,462,462
851776,1,461,462
851777,2,460,462
851778,32,460,463
851779,74,460,462
851780,108,460,462
851781,142,460,463
851782,172,462,461
851783,206,461,462
851784,234,461,460
851785,264,459,462
851786,297,463,461
851787,327,461,462
851788,354,458,462
851789,379,460,459
851790,406,460,462
851791,430,460,462
851792,456,461,462
851793,474,462,462
851794,499,460,462
851795,12,461,462
851796,5,461,461
851797,1,462,460
851798,88,461,461
851799,127,459,462
851800,162,462,462
851801,200,460,462
851802,231,461,462
851803,266,461,463
851804,302,461,462
851805,334,460,462
851806,362,459,462
851807,398,461,463
851808,427,462,459
851809,458,462,461
851810,489,460,461
851811,516,461,462
851812,540,461,461
851813,569,462,462
851814,596,460,462
851815,13,459,461
851816,5,460,460
851817,2,461,462
851818,105,460,462
851819,148,464,463
851820,194,462,461
851821,235,459,461
851822,277,461,462
851823,319,461,463
851824,357,458,462
851825,395,461,462
851826,436,460,462
851827,475,461,462
851828,510,461,459
851829,548,461,462
851830,583,460,461
851831,619,461,462
851832,646,462,461
851833,676,460,461
851834,705,462,459
851835,306,461,462
851836,9,461,461
851837,185,461,462
851838,232,460,462
851839,275,461,462
851840,319,460,462
851841,359,460,461
851842,400,461,460
851843,442,461,461
851844,482,458,462
851845,522,460,462
851846,568,461,461
851847,600,461,459
851848,638,461,461
851849,670,461,461
851850,704,461,462
851851,736,460,462
851852,762,460,458
851853,793,459,462
851854,817,460,462
851855,727,462,462
851856,656,462,462
851857,737,460,461
851858,761,462,462
851859,795,461,459
851860,828,461,461
851861,856,461,459
851862,883,462,461
851863,908,460,462
851864,936,462,462
851865,962,461,463
851866,987,461,461
851867,1012,460,461
851868,1023,460,460
851869,1023,457,462
851870,1023,461,462
851871,1023,460,459
851872,1023,462,460
851873,981,466,465
851874,801,462,460
851875,736,459,460
851876,739,461,461
851877,741,458,460
851878,744,459,459
851879,747,460,462
851880,748,460,461
851881,750,461,462
851882,753,476,474
851883,754,480,479
851884,754,482,480
851885,754,483,479
851886,754,483,479
851887,754,482,478
851888,755,484,478
851889,754,481,480
851890,754,481,479
851891,753,482,479
851892,755,484,476
851893,753,482,480
851894,755,480,477
851895,754,483,478
851896,754,482,479
851897,754,482,480
851898,754,482,478
851899,754,481,480
851900,754,480,477
851901,755,484,479
851902,754,481,479
851903,755,482,478
851904,754,479,478
851905,755,482,479
851906,754,482,477
851907,754,480,479
851908,753,481,478
851909,752,481,481
851910,754,481,479
851911,754,480,479
851912,754,481,477
851913,754,482,478
851914,754,482,478
851915,753,480,479
851916,754,480,479
851917,754,482,478
851918,753,481,479
851919,754,481,479
851920,754,482,480
851921,754,481,478
851922,755,483,481
851923,756,483,478
851924,754,481,480
851925,754,482,478
851926,755,481,480
851927,755,482,479
851928,754,480,479
851929,755,481,477
851930,755,483,480
851931,755,482,479
851932,754,482,479
851933,753,482,478
851934,755,481,480
851935,755,481,477
851936,753,482,480
851937,753,481,477
851938,754,480,479
851939,753,479,478
851940,754,481,478
851941,755,480,479
851942,755,481,478
851943,753,482,479
851944,755,481,480
851945,755,480,479
851946,756,481,478
851947,754,480,480
851948,755,481,479
851949,755,482,478
851950,754,479,481
851951,754,482,480
851952,754,481,478
851953,754,481,479
851954,754,482,479
851955,755,481,479
851956,755,480,480
851957,753,481,478
851958,755,482,478
851959,755,481,478
851960,755,481,479
851961,754,480,478
851962,754,479,479
851963,755,481,479
851964,754,479,478
851965,755,481,479
851966,754,482,480
851967,755,480,477
851968,754,479,478
851969,753,482,477
851970,754,479,479
851971,754,479,478
851972,754,480,479
851973,754,477,478
851974,753,473,474
851975,753,472,473
851976,752,470,470
851977,753,471,468
851978,753,468,468
851979,751,468,469
851980,753,469,467
851981,752,467,468
851982,753,465,467
851983,752,467,469
851984,752,468,471
851985,753,470,472
851986,752,468,470
851987,752,470,469
851988,754,470,471
851989,753,470,471
851990,753,472,471
851991,751,470,473
851992,753,470,467
851993,753,468,467
851994,752,464,467
851995,752,462,462
851996,750,462,463
851997,749,461,463
851998,750,461,461
851999,750,460,461
852000,749,460,460
852001,749,459,460
852002,747,460,461
852003,749,461,459
852004,748,460,459
852005,749,460,462
852006,749,460,461
852007,750,461,461
852008,749,461,462
852009,749,459,462
852010,748,460,462
852011,748,460,459
852012,748,458,462
852013,748,459,461
852014,746,461,461
852015,749,461,462
852016,748,462,461
852017,747,459,459
852018,748,461,460
852019,746,458,461
852020,746,458,460
852021,745,460,461
852022,746,460,462
852023,746,460,459
852024,746,460,460
852025,746,460,462
852026,746,459,461
852027,747,461,461
852028,747,459,461
852029,746,464,458
852030,745,461,461
852031,745,458,461
852032,744,460,463
852033,743,461,459
852034,744,459,461
852035,743,460,459
852036,742,458,460
852037,742,458,461
852038,740,462,461
852039,740,460,462
852040,741,461,460
852041,740,461,460
852042,740,460,460
852043,740,461,462
852044,740,460,462
852045,740,461,461
852046,739,456,461
852047,739,461,462
852048,738,462,459
852049,737,463,462
852050,737,461,459
852051,737,459,462
852052,737,461,460
852053,736,462,463
852054,736,461,462
852055,736,461,462
852056,737,461,461
852057,776,461,462
852058,762,460,461
852059,812,462,463
852060,842,462,461
852061,860,462,462
852062,867,462,463
852063,844,462,463
852064,867,463,463
852065,868,462,461
852066,859,461,463
852067,885,460,462
852068,930,461,464
852069,968,464,466
852070,996,470,466
852071,1023,476,463
852072,1023,480,464
852073,1023,480,465
852074,1023,482,465
852075,1023,487,464
852076,1023,482,466
852077,1023,484,467
852078,1023,480,467
852079,1023,476,468
852080,1023,482,468
852081,1023,481,464
852082,1023,482,465
852083,1023,476,465
852084,1023,479,466
852085,1023,480,467
852086,1023,481,464
852087,1023,475,466
852088,1023,479,466
852089,1023,468,465
852090,1023,466,465
852091,1023,464,464
852092,1023,462,463
852093,1023,463,463
852094,1023,462,461
852095,1023,462,462
852096,1023,462,463
852097,1023,461,463
852098,1023,463,463
852099,1023,462,464
852100,1023,461,463
852101,1023,461,461
852102,1023,460,463
852103,1023,460,463
852104,1023,462,462
852105,1023,461,463
852106,1023,462,464
852107,1023,461,463
852108,1023,461,463
852109,1023,461,461
852110,1023,461,463
852111,1023,462,462
852112,1020,461,463
852113,1014,462,458
852114,1013,463,463
852115,1008,462,460
852116,1005,462,459
852117,1002,459,462
852118,998,461,463
852119,994,461,461
852120,986,461,461
852121,983,462,462
852122,971,461,462
852123,970,461,460
852124,969,462,462
852125,965,460,462
852126,967,461,460
852127,966,458,460
852128,962,461,462
852129,966,459,462
852130,962,459,462
852131,957,461,463
852132,950,462,462
852133,943,462,463
852134,936,461,462
852135,931,461,462
852136,928,462,462
852137,924,461,459
852138,924,462,460
852139,925,462,460
852140,925,462,462
852141,925,461,463
852142,925,461,462
852143,924,463,463
852144,919,462,461
852145,919,462,462
852146,917,461,462
852147,915,462,460
852148,916,460,462
852149,916,460,462
852150,912,461,463
852151,911,462,463
852152,906,462,462
852153,902,460,462
852154,901,462,461
852155,897,459,463
852156,894,462,461
852157,890,462,459
852158,885,460,463
852159,881,460,461
852160,878,460,461
852161,875,461,463
852162,870,462,462
852163,863,461,461
852164,864,462,461
852165,863,462,462
852166,859,460,462
852167,858,461,463
852168,854,462,462
852169,854,461,463
852170,858,461,462
852171,858,460,463
852172,851,461,463
852173,849,463,463
852174,847,460,463
852175,840,459,461
852176,834,461,463
852177,827,462,460
852178,823,461,463
852179,816,460,464
852180,814,463,462
852181,811,459,462
852182,813,461,463
852183,812,463,462
852184,808,462,462
852185,809,462,462
852186,811,460,463
852187,810,459,463
852188,809,460,463
852189,807,460,463
852190,804,463,463
852191,802,462,463
852192,797,461,459
852193,793,460,461
852194,784,458,462
852195,776,462,463
852196,768,462,463
852197,759,462,463
852198,752,461,461
852199,749,461,463
852200,748,463,460
852201,751,463,462
852202,751,460,463
852203,746,461,464
852204,749,463,462
852205,751,460,463
852206,753,461,463
852207,755,460,463
852208,753,462,461
852209,752,462,461
852210,746,461,465
852211,747,462,463
852212,745,460,463
852213,739,460,463
852214,731,461,463
852215,731,458,463
852216,726,459,464
852217,723,462,463
852218,721,462,463
852219,721,461,463
852220,718,462,462
852221,720,460,463
852222,718,460,464
852223,719,461,461
852224,719,461,462
852225,719,460,462
852226,721,460,464
852227,717,461,460
852228,713,460,462
852229,716,459,463
852230,714,463,463
852231,708,462,462
852232,705,461,463
852233,695,461,463
852234,695,459,462
852235,689,462,464
852236,687,462,463
852237,680,460,463
852238,677,459,463
852239,675,462,463
852240,672,461,463
852241,672,463,463
852242,675,461,464
852243,671,462,463
852244,668,461,463
852245,664,461,464
852246,659,461,463
852247,656,460,463
852248,658,461,462
852249,657,460,463
852250,656,461,462
852251,657,462,462
852252,657,459,462
852253,651,462,463
852254,648,460,463
852255,645,460,461
852256,642,462,463
852257,637,461,463
852258,635,461,463
852259,634,461,462
852260,633,462,463
852261,630,462,463
852262,628,463,462
852263,626,462,463
852264,623,461,459
852265,626,460,461
852266,626,462,463
852267,622,461,462
852268,619,459,463
852269,617,461,462
852270,611,460,462
852271,610,462,462
852272,608,462,462
852273,601,460,461
852274,597,462,463
852275,589,461,459
852276,586,463,461
852277,578,460,463
852278,575,460,462
852279,569,459,463
852280,566,461,463
852281,563,462,463
852282,558,461,463
852283,559,462,461
852284,557,462,462
852285,557,464,463
852286,557,461,462
852287,556,461,463
852288,553,462,462
852289,549,462,463
852290,545,458,462
852291,542,459,464
852292,535,462,463
852293,530,459,462
852294,526,459,462
852295,521,460,462
852296,511,462,460
852297,506,461,461
852298,500,463,463
852299,494,459,462
852300,485,461,462
852301,484,461,460
852302,480,458,462
852303,477,461,462
852304,472,461,459
852305,472,460,462
852306,469,462,462
852307,465,456,462
852308,460,461,461
852309,458,462,464
852310,452,462,462
852311,447,461,463
852312,440,461,463
852313,431,461,459
852314,425,461,462
852315,418,462,462
852316,414,461,463
852317,404,462,463
852318,397,462,459
852319,392,460,461
852320,387,462,462
852321,380,462,462
852322,376,461,461
852323,370,461,462
852324,368,461,462
852325,364,460,462
852326,362,461,462
852327,360,460,462
852328,356,461,462
852329,353,460,462
852330,347,462,459
852331,344,460,462
852332,340,459,462
852333,334,461,462
852334,328,461,464
852335,321,460,460
852336,316,460,464
852337,311,461,461
852338,306,462,462
852339,301,457,462
852340,300,461,462
852341,295,462,463
852342,290,460,462
852343,290,460,461
852344,286,460,462
852345,282,461,464
852346,281,461,462
852347,277,460,463
852348,275,461,462
852349,272,459,462
852350,269,462,462
852351,265,458,462
852352,262,460,462
852353,261,462,460
852354,259,461,460
852355,256,461,462
852356,250,461,462
852357,247,461,461
852358,247,462,462
852359,244,462,462
852360,244,461,462
852361,240,462,462
852362,238,461,462
852363,242,459,459
852364,242,461,462
852365,239,461,462
852366,239,461,463
852367,240,462,462
852368,238,459,462
852369,236,461,461
852370,234,461,463
852371,232,459,463
852372,226,461,461
852373,222,460,462
852374,216,460,462
852375,211,461,461
852376,202,462,462
852377,199,460,462
852378,196,461,462
852379,193,459,461
852380,190,459,461
852381,191,460,463
852382,191,462,461
852383,193,461,461
852384,194,462,462
852385,193,460,461
852386,195,458,461
852387,197,459,463
852388,195,461,462
852389,192,460,461
852390,191,461,462
852391,189,460,460
852392,187,462,460
852393,184,462,462
852394,180,460,462
852395,174,460,462
852396,173,460,461
852397,168,461,462
852398,166,460,463
852399,165,459,460
852400,162,461,463
852401,160,461,461
852402,159,462,462
852403,158,459,462
852404,156,459,461
852405,157,461,459
852406,159,461,462
852407,159,461,462
852408,161,459,460
852409,161,460,459
852410,164,460,460
852411,159,463,459
852412,162,461,461
852413,161,461,463
852414,160,462,460
852415,157,462,462
852416,158,463,463
852417,155,461,462
852418,152,461,463
852419,152,459,461
852420,152,460,459
852421,155,462,460
852422,156,459,462
852423,158,461,462
852424,160,462,461
852425,159,461,463
852426,163,460,459
852427,164,459,458
852428,161,461,463
852429,166,461,462
852430,166,459,461
852431,163,460,459
852432,164,460,462
852433,160,461,462
852434,159,462,463
852435,155,460,459
852436,156,461,463
852437,151,459,463
852438,152,461,462
852439,147,462,460
852440,148,462,461
852441,150,461,463
852442,147,460,459
852443,149,461,462
852444,148,460,462
852445,151,461,462
852446,152,462,460
852447,155,461,462
852448,152,460,463
852449,152,462,461
852450,154,461,462
852451,155,457,462
852452,152,461,463
852453,151,460,461
852454,147,461,461
852455,143,462,462
852456,141,459,461
852457,139,460,461
852458,139,461,461
852459,137,459,462
852460,135,459,463
852461,135,462,462
852462,133,461,462
852463,133,462,459
852464,136,461,462
852465,137,460,459
852466,142,460,462
852467,143,460,462
852468,142,462,463
852469,145,461,462
852470,148,460,462
852471,148,459,460
852472,148,460,462
852473,148,460,460
852474,145,462,461
852475,143,459,461
852476,140,462,463
852477,135,460,464
852478,134,461,461
852479,132,460,463
852480,134,462,462
852481,136,460,461
852482,139,462,460
852483,138,462,460
852484,140,461,461
852485,142,461,461
852486,147,461,461
852487,146,461,463
852488,148,463,463
852489,149,461,463
852490,150,462,463
852491,150,461,462
852492,147,461,463
852493,143,461,461
852494,143,458,462
852495,142,460,464
852496,138,461,462
852497,137,458,462
852498,135,462,463
852499,137,460,462
852500,138,462,462
852501,143,459,461
852502,145,461,463
852503,146,459,462
852504,148,461,461
852505,152,461,462
852506,155,462,464
852507,157,462,463
852508,161,463,462
852509,164,462,461
852510,164,462,461
852511,166,461,462
852512,164,461,462
852513,162,461,464
852514,160,461,462
852515,157,463,459
852516,156,460,461
852517,155,461,463
852518,154,461,461
852519,155,461,462
852520,155,460,461
852521,159,462,463
852522,162,460,462
852523,163,461,463
852524,168,461,463
852525,172,462,461
852526,175,462,460
852527,179,461,462
852528,182,462,462
852529,185,460,463
852530,186,461,463
852531,186,461,461
852532,185,461,463
852533,185,463,460
852534,185,462,463
852535,187,462,463
852536,183,462,463
852537,185,461,461
852538,185,461,463
852539,187,459,461
852540,190,462,462
852541,194,463,461
852542,198,462,462
852543,200,462,463
852544,204,463,460
852545,210,461,462
852546,213,459,462
852547,218,462,462
852548,222,461,461
852549,224,460,461
852550,227,459,463
852551,228,462,463
852552,228,461,459
852553,231,462,462
852554,229,461,460
852555,231,463,462
